lat,lng
36.68589855,127.0282081
36.68679967,127.0282084
36.68770079,127.0282087
36.68860192,127.028209
36.65526002,127.0293159
36.65616115,127.0293162
36.65706227,127.0293165
36.6579634,127.0293169
36.65886453,127.0293172
36.65976566,127.0293175
36.66066678,127.0293178
36.66156791,127.0293182
36.66246904,127.0293185
36.66337016,127.0293188
36.66427129,127.0293191
36.66517242,127.0293195
36.66607354,127.0293198
36.66697467,127.0293201
36.6678758,127.0293204
36.66877692,127.0293208
36.66967805,127.0293211
36.67057917,127.0293214
36.6714803,127.0293217
36.67238143,127.0293221
36.67328255,127.0293224
36.67418368,127.0293227
36.6750848,127.029323
36.67598593,127.0293234
36.67688705,127.0293237
36.67778818,127.029324
36.6786893,127.0293243
36.67959042,127.0293246
36.68049155,127.029325
36.68139267,127.0293253
36.6822938,127.0293256
36.68319492,127.0293259
36.68409604,127.0293263
36.68499717,127.0293266
36.68589829,127.0293269
36.68679941,127.0293272
36.68770054,127.0293276
36.68860166,127.0293279
36.68950278,127.0293282
36.65525975,127.0304343
36.65616088,127.0304346
36.65706201,127.030435
36.65796314,127.0304353
36.65886426,127.0304356
36.65976539,127.030436
36.66066652,127.0304363
36.66156764,127.0304367
36.66246877,127.030437
36.6633699,127.0304373
36.66427102,127.0304377
36.66517215,127.030438
36.66607328,127.0304383
36.6669744,127.0304387
36.66787553,127.030439
36.66877666,127.0304394
36.66967778,127.0304397
36.67057891,127.03044
36.67148003,127.0304404
36.67238116,127.0304407
36.67328228,127.030441
36.67418341,127.0304414
36.67508453,127.0304417
36.67598566,127.0304421
36.67688678,127.0304424
36.67778791,127.0304427
36.67868903,127.0304431
36.67959016,127.0304434
36.68049128,127.0304437
36.68139241,127.0304441
36.68229353,127.0304444
36.68319465,127.0304448
36.68409578,127.0304451
36.6849969,127.0304454
36.68589802,127.0304458
36.68679915,127.0304461
36.68770027,127.0304465
36.68860139,127.0304468
36.68950252,127.0304471
36.69040364,127.0304475
36.65525947,127.0315527
36.6561606,127.0315531
36.65706173,127.0315534
36.65796286,127.0315538
36.65886399,127.0315541
36.65976511,127.0315545
36.66066624,127.0315548
36.66156737,127.0315552
36.66246849,127.0315555
36.66336962,127.0315559
36.66427075,127.0315562
36.66517187,127.0315566
36.666073,127.0315569
36.66697413,127.0315573
36.66787525,127.0315576
36.66877638,127.031558
36.6696775,127.0315583
36.67057863,127.0315587
36.67147976,127.031559
36.67238088,127.0315594
36.67328201,127.0315597
36.67418313,127.0315601
36.67508426,127.0315604
36.67598538,127.0315608
36.67688651,127.0315611
36.67778763,127.0315615
36.67868876,127.0315618
36.67958988,127.0315622
36.680491,127.0315625
36.68139213,127.0315629
36.68229325,127.0315632
36.68319438,127.0315636
36.6840955,127.0315639
36.68499662,127.0315643
36.68589775,127.0315646
36.68679887,127.031565
36.68769999,127.0315653
36.68860112,127.0315657
36.68950224,127.031566
36.69040336,127.0315664
36.65525919,127.0326711
36.65616032,127.0326715
36.65706144,127.0326718
36.65796257,127.0326722
36.6588637,127.0326726
36.65976483,127.0326729
36.66066595,127.0326733
36.66156708,127.0326737
36.66246821,127.032674
36.66336933,127.0326744
36.66427046,127.0326748
36.66517159,127.0326751
36.66607271,127.0326755
36.66697384,127.0326758
36.66787497,127.0326762
36.66877609,127.0326766
36.66967722,127.0326769
36.67057834,127.0326773
36.67147947,127.0326777
36.67238059,127.032678
36.67328172,127.0326784
36.67418284,127.0326788
36.67508397,127.0326791
36.67598509,127.0326795
36.67688622,127.0326798
36.67778734,127.0326802
36.67868847,127.0326806
36.67958959,127.0326809
36.68049072,127.0326813
36.68139184,127.0326817
36.68229296,127.032682
36.68319409,127.0326824
36.68409521,127.0326828
36.68499634,127.0326831
36.68589746,127.0326835
36.68679858,127.0326838
36.68769971,127.0326842
36.68860083,127.0326846
36.68950195,127.0326849
36.69040307,127.0326853
36.65525889,127.0337895
36.65616002,127.0337899
36.65706114,127.0337903
36.65796227,127.0337907
36.6588634,127.033791
36.65976453,127.0337914
36.66066565,127.0337918
36.66156678,127.0337922
36.66246791,127.0337925
36.66336904,127.0337929
36.66427016,127.0337933
36.66517129,127.0337937
36.66607241,127.033794
36.66697354,127.0337944
36.66787467,127.0337948
36.66877579,127.0337952
36.66967692,127.0337956
36.67057804,127.0337959
36.67147917,127.0337963
36.6723803,127.0337967
36.67328142,127.0337971
36.67418255,127.0337974
36.67508367,127.0337978
36.6759848,127.0337982
36.67688592,127.0337986
36.67778705,127.0337989
36.67868817,127.0337993
36.67958929,127.0337997
36.68049042,127.0338001
36.68139154,127.0338005
36.68229267,127.0338008
36.68319379,127.0338012
36.68409491,127.0338016
36.68499604,127.033802
36.68589716,127.0338023
36.68679828,127.0338027
36.68769941,127.0338031
36.68860053,127.0338035
36.68950165,127.0338038
36.69040278,127.0338042
36.6913039,127.0338046
36.65525858,127.0349079
36.65615971,127.0349083
36.65706084,127.0349087
36.65796196,127.0349091
36.65886309,127.0349095
36.65976422,127.0349099
36.66066535,127.0349103
36.66156647,127.0349107
36.6624676,127.0349111
36.66336873,127.0349114
36.66426985,127.0349118
36.66517098,127.0349122
36.66607211,127.0349126
36.66697323,127.034913
36.66787436,127.0349134
36.66877548,127.0349138
36.66967661,127.0349142
36.67057774,127.0349146
36.67147886,127.034915
36.67237999,127.0349153
36.67328111,127.0349157
36.67418224,127.0349161
36.67508336,127.0349165
36.67598449,127.0349169
36.67688561,127.0349173
36.67778674,127.0349177
36.67868786,127.0349181
36.67958899,127.0349185
36.68049011,127.0349189
36.68139123,127.0349192
36.68229236,127.0349196
36.68319348,127.03492
36.6840946,127.0349204
36.68499573,127.0349208
36.68589685,127.0349212
36.68679797,127.0349216
36.6876991,127.034922
36.68860022,127.0349224
36.68950134,127.0349228
36.69040247,127.0349231
36.69130359,127.0349235
36.65525826,127.0360264
36.65615939,127.0360268
36.65706052,127.0360272
36.65796164,127.0360276
36.65886277,127.036028
36.6597639,127.0360284
36.66066503,127.0360288
36.66156615,127.0360292
36.66246728,127.0360296
36.66336841,127.03603
36.66426953,127.0360304
36.66517066,127.0360308
36.66607179,127.0360312
36.66697291,127.0360316
36.66787404,127.036032
36.66877517,127.0360324
36.66967629,127.0360328
36.67057742,127.0360332
36.67147854,127.0360336
36.67237967,127.036034
36.67328079,127.0360344
36.67418192,127.0360348
36.67508304,127.0360352
36.67598417,127.0360356
36.67688529,127.036036
36.67778642,127.0360364
36.67868754,127.0360368
36.67958867,127.0360372
36.68048979,127.0360376
36.68139091,127.036038
36.68229204,127.0360384
36.68319316,127.0360388
36.68409429,127.0360392
36.68499541,127.0360396
36.68589653,127.03604
36.68679766,127.0360405
36.68769878,127.0360409
36.6885999,127.0360413
36.68950102,127.0360417
36.69040215,127.0360421
36.69130327,127.0360425
36.69220439,127.0360429
36.65525793,127.0371448
36.65615906,127.0371452
36.65706019,127.0371456
36.65796132,127.037146
36.65886244,127.0371464
36.65976357,127.0371468
36.6606647,127.0371473
36.66156582,127.0371477
36.66246695,127.0371481
36.66336808,127.0371485
36.6642692,127.0371489
36.66517033,127.0371493
36.66607146,127.0371498
36.66697258,127.0371502
36.66787371,127.0371506
36.66877484,127.037151
36.66967596,127.0371514
36.67057709,127.0371518
36.67147821,127.0371522
36.67237934,127.0371527
36.67328046,127.0371531
36.67418159,127.0371535
36.67508271,127.0371539
36.67598384,127.0371543
36.67688496,127.0371547
36.67778609,127.0371552
36.67868721,127.0371556
36.67958834,127.037156
36.68048946,127.0371564
36.68139058,127.0371568
36.68229171,127.0371572
36.68319283,127.0371577
36.68409396,127.0371581
36.68499508,127.0371585
36.6858962,127.0371589
36.68679733,127.0371593
36.68769845,127.0371597
36.68859957,127.0371602
36.68950069,127.0371606
36.69040182,127.037161
36.69130294,127.0371614
36.69220406,127.0371618
36.65525759,127.0382632
36.65615872,127.0382636
36.65705985,127.038264
36.65796098,127.0382645
36.6588621,127.0382649
36.65976323,127.0382653
36.66066436,127.0382657
36.66156548,127.0382662
36.66246661,127.0382666
36.66336774,127.038267
36.66426886,127.0382675
36.66516999,127.0382679
36.66607112,127.0382683
36.66697224,127.0382687
36.66787337,127.0382692
36.6687745,127.0382696
36.66967562,127.03827
36.67057675,127.0382705
36.67147787,127.0382709
36.672379,127.0382713
36.67328012,127.0382717
36.67418125,127.0382722
36.67508237,127.0382726
36.6759835,127.038273
36.67688462,127.0382735
36.67778575,127.0382739
36.67868687,127.0382743
36.679588,127.0382748
36.68048912,127.0382752
36.68139024,127.0382756
36.68229137,127.038276
36.68319249,127.0382765
36.68409362,127.0382769
36.68499474,127.0382773
36.68589586,127.0382778
36.68679699,127.0382782
36.68769811,127.0382786
36.68859923,127.038279
36.68950035,127.0382795
36.69040148,127.0382799
36.6913026,127.0382803
36.69220372,127.0382808
36.69310484,127.0382812
36.65435611,127.0393811
36.65525724,127.0393816
36.65615837,127.039382
36.6570595,127.0393825
36.65796062,127.0393829
36.65886175,127.0393834
36.65976288,127.0393838
36.66066401,127.0393842
36.66156513,127.0393847
36.66246626,127.0393851
36.66336739,127.0393856
36.66426851,127.039386
36.66516964,127.0393864
36.66607077,127.0393869
36.66697189,127.0393873
36.66787302,127.0393878
36.66877414,127.0393882
36.66967527,127.0393887
36.6705764,127.0393891
36.67147752,127.0393895
36.67237865,127.03939
36.67327977,127.0393904
36.6741809,127.0393909
36.67508202,127.0393913
36.67598315,127.0393917
36.67688427,127.0393922
36.6777854,127.0393926
36.67868652,127.0393931
36.67958765,127.0393935
36.68048877,127.039394
36.68138989,127.0393944
36.68229102,127.0393948
36.68319214,127.0393953
36.68409326,127.0393957
36.68499439,127.0393962
36.68589551,127.0393966
36.68679663,127.0393971
36.68769776,127.0393975
36.68859888,127.0393979
36.6895,127.0393984
36.69040113,127.0393988
36.69130225,127.0393993
36.69220337,127.0393997
36.69310449,127.0394001
36.69400561,127.0394006
36.65345462,127.0404991
36.65435575,127.0404995
36.65525688,127.0405
36.65615801,127.0405005
36.65705914,127.0405009
36.65796026,127.0405014
36.65886139,127.0405018
36.65976252,127.0405023
36.66066365,127.0405027
36.66156477,127.0405032
36.6624659,127.0405036
36.66336703,127.0405041
36.66426815,127.0405045
36.66516928,127.040505
36.66607041,127.0405055
36.66697153,127.0405059
36.66787266,127.0405064
36.66877378,127.0405068
36.66967491,127.0405073
36.67057603,127.0405077
36.67147716,127.0405082
36.67237829,127.0405086
36.67327941,127.0405091
36.67418054,127.0405095
36.67508166,127.04051
36.67598279,127.0405105
36.67688391,127.0405109
36.67778504,127.0405114
36.67868616,127.0405118
36.67958728,127.0405123
36.68048841,127.0405127
36.68138953,127.0405132
36.68229066,127.0405136
36.68319178,127.0405141
36.6840929,127.0405146
36.68499403,127.040515
36.68589515,127.0405155
36.68679627,127.0405159
36.6876974,127.0405164
36.68859852,127.0405168
36.68949964,127.0405173
36.69040076,127.0405177
36.69130189,127.0405182
36.69220301,127.0405187
36.69310413,127.0405191
36.69400525,127.0405196
36.69490637,127.04052
36.65255312,127.041617
36.65345425,127.0416175
36.65435538,127.0416179
36.65525651,127.0416184
36.65615764,127.0416189
36.65705876,127.0416193
36.65795989,127.0416198
36.65886102,127.0416203
36.65976215,127.0416207
36.66066327,127.0416212
36.6615644,127.0416217
36.66246553,127.0416221
36.66336665,127.0416226
36.66426778,127.0416231
36.66516891,127.0416236
36.66607003,127.041624
36.66697116,127.0416245
36.66787229,127.041625
36.66877341,127.0416254
36.66967454,127.0416259
36.67057566,127.0416264
36.67147679,127.0416268
36.67237791,127.0416273
36.67327904,127.0416278
36.67418016,127.0416282
36.67508129,127.0416287
36.67598241,127.0416292
36.67688354,127.0416296
36.67778466,127.0416301
36.67868579,127.0416306
36.67958691,127.041631
36.68048804,127.0416315
36.68138916,127.041632
36.68229028,127.0416324
36.68319141,127.0416329
36.68409253,127.0416334
36.68499365,127.0416339
36.68589478,127.0416343
36.6867959,127.0416348
36.68769702,127.0416353
36.68859815,127.0416357
36.68949927,127.0416362
36.69040039,127.0416367
36.69130151,127.0416371
36.69220264,127.0416376
36.69310376,127.0416381
36.69400488,127.0416385
36.694906,127.041639
36.69580712,127.0416395
36.65165161,127.0427349
36.65255274,127.0427354
36.65345387,127.0427359
36.654355,127.0427363
36.65525613,127.0427368
36.65615725,127.0427373
36.65705838,127.0427378
36.65795951,127.0427383
36.65886064,127.0427387
36.65976176,127.0427392
36.66066289,127.0427397
36.66156402,127.0427402
36.66246515,127.0427407
36.66336627,127.0427411
36.6642674,127.0427416
36.66516853,127.0427421
36.66606965,127.0427426
36.66697078,127.0427431
36.6678719,127.0427435
36.66877303,127.042744
36.66967416,127.0427445
36.67057528,127.042745
36.67147641,127.0427455
36.67237753,127.042746
36.67327866,127.0427464
36.67417978,127.0427469
36.67508091,127.0427474
36.67598203,127.0427479
36.67688316,127.0427484
36.67778428,127.0427488
36.67868541,127.0427493
36.67958653,127.0427498
36.68048765,127.0427503
36.68138878,127.0427508
36.6822899,127.0427512
36.68319102,127.0427517
36.68409215,127.0427522
36.68499327,127.0427527
36.6858944,127.0427532
36.68679552,127.0427537
36.68769664,127.0427541
36.68859776,127.0427546
36.68949889,127.0427551
36.69040001,127.0427556
36.69130113,127.0427561
36.69220225,127.0427565
36.69310338,127.042757
36.6940045,127.0427575
36.69490562,127.042758
36.69580674,127.0427585
36.65165122,127.0438533
36.65255235,127.0438537
36.65345348,127.0438542
36.65435461,127.0438547
36.65525573,127.0438552
36.65615686,127.0438557
36.65705799,127.0438562
36.65795912,127.0438567
36.65886024,127.0438572
36.65976137,127.0438577
36.6606625,127.0438582
36.66156363,127.0438587
36.66246475,127.0438592
36.66336588,127.0438597
36.66426701,127.0438602
36.66516813,127.0438607
36.66606926,127.0438612
36.66697039,127.0438616
36.66787151,127.0438621
36.66877264,127.0438626
36.66967376,127.0438631
36.67057489,127.0438636
36.67147601,127.0438641
36.67237714,127.0438646
36.67327826,127.0438651
36.67417939,127.0438656
36.67508051,127.0438661
36.67598164,127.0438666
36.67688276,127.0438671
36.67778389,127.0438676
36.67868501,127.0438681
36.67958614,127.0438686
36.68048726,127.0438691
36.68138838,127.0438696
36.68228951,127.04387
36.68319063,127.0438705
36.68409176,127.043871
36.68499288,127.0438715
36.685894,127.043872
36.68679513,127.0438725
36.68769625,127.043873
36.68859737,127.0438735
36.68949849,127.043874
36.69039962,127.0438745
36.69130074,127.043875
36.69220186,127.0438755
36.69310298,127.043876
36.69400411,127.0438765
36.69490523,127.043877
36.69580635,127.0438775
36.69670747,127.043878
36.69760859,127.0438785
36.65165082,127.0449716
36.65255195,127.0449721
36.65345308,127.0449726
36.6543542,127.0449731
36.65525533,127.0449736
36.65615646,127.0449741
36.65705759,127.0449747
36.65795871,127.0449752
36.65885984,127.0449757
36.65976097,127.0449762
36.6606621,127.0449767
36.66156322,127.0449772
36.66246435,127.0449777
36.66336548,127.0449782
36.6642666,127.0449787
36.66516773,127.0449792
36.66606886,127.0449797
36.66696998,127.0449802
36.66787111,127.0449807
36.66877223,127.0449812
36.66967336,127.0449817
36.67057448,127.0449823
36.67147561,127.0449828
36.67237674,127.0449833
36.67327786,127.0449838
36.67417899,127.0449843
36.67508011,127.0449848
36.67598124,127.0449853
36.67688236,127.0449858
36.67778348,127.0449863
36.67868461,127.0449868
36.67958573,127.0449873
36.68048686,127.0449878
36.68138798,127.0449883
36.6822891,127.0449889
36.68319023,127.0449894
36.68409135,127.0449899
36.68499248,127.0449904
36.6858936,127.0449909
36.68679472,127.0449914
36.68769584,127.0449919
36.68859697,127.0449924
36.68949809,127.0449929
36.69039921,127.0449934
36.69130034,127.0449939
36.69220146,127.0449944
36.69310258,127.0449949
36.6940037,127.0449954
36.69490482,127.044996
36.69580595,127.0449965
36.69670707,127.044997
36.69760819,127.0449975
36.69850931,127.044998
36.65165041,127.04609
36.65255153,127.0460905
36.65345266,127.046091
36.65435379,127.0460915
36.65525492,127.0460921
36.65615605,127.0460926
36.65705717,127.0460931
36.6579583,127.0460936
36.65885943,127.0460941
36.65976056,127.0460946
36.66066168,127.0460952
36.66156281,127.0460957
36.66246394,127.0460962
36.66336506,127.0460967
36.66426619,127.0460972
36.66516732,127.0460978
36.66606844,127.0460983
36.66696957,127.0460988
36.66787069,127.0460993
36.66877182,127.0460998
36.66967295,127.0461004
36.67057407,127.0461009
36.6714752,127.0461014
36.67237632,127.0461019
36.67327745,127.0461024
36.67417857,127.046103
36.6750797,127.0461035
36.67598082,127.046104
36.67688195,127.0461045
36.67778307,127.0461051
36.6786842,127.0461056
36.67958532,127.0461061
36.68048644,127.0461066
36.68138757,127.0461071
36.68228869,127.0461077
36.68318981,127.0461082
36.68409094,127.0461087
36.68499206,127.0461092
36.68589318,127.0461097
36.68679431,127.0461103
36.68769543,127.0461108
36.68859655,127.0461113
36.68949768,127.0461118
36.6903988,127.0461123
36.69129992,127.0461129
36.69220104,127.0461134
36.69310217,127.0461139
36.69400329,127.0461144
36.69490441,127.0461149
36.69580553,127.0461155
36.69670665,127.046116
